"","date","country","activity","year","flu_activity_mean"
"10047","2009-08-16","Japan",170,"2009",405.019230769231
"10048","2009-08-16","Mexico",653,"2009",1135.57692307692
"10049","2009-08-16","Netherlands",49,"2009",58.8846153846154
"10050","2009-08-16","New.Zealand",64,"2009",50.8461538461538
"10051","2009-08-16","Norway",211,"2009",132.25
"10052","2009-08-16","Paraguay",332,"2009",267.192307692308
"10053","2009-08-16","Peru",203,"2009",200.615384615385
"10054","2009-08-16","Poland",18,"2009",106.173076923077
"10055","2009-08-16","Romania",589,"2009",791.903846153846
"10056","2009-08-16","Russia",224,"2009",564.634615384615
"10057","2009-08-16","South.Africa",5529,"2009",2891.23076923077
"10058","2009-08-16","Spain",61,"2009",77.1346153846154
"10059","2009-08-16","Sweden",4,"2009",9.11538461538461
"10060","2009-08-16","Switzerland",80,"2009",112.230769230769
"10061","2009-08-16","Ukraine",323,"2009",492.826923076923
"10062","2009-08-16","United.States",1481,"2009",2680.65384615385
"10063","2009-08-16","Uruguay",132,"2009",110.961538461538
"10064","2009-08-23","Argentina",166,"2009",152.923076923077
"10065","2009-08-23","Australia",472,"2009",438.384615384615
"10066","2009-08-23","Austria",489,"2009",906.096153846154
"10067","2009-08-23","Belgium",62,"2009",198.461538461538
"10068","2009-08-23","Bolivia",303,"2009",279.153846153846
"10069","2009-08-23","Brazil",284,"2009",211.230769230769
"10070","2009-08-23","Bulgaria",300,"2009",715.134615384615
"10071","2009-08-23","Canada",1309,"2009",2713.80769230769
"10072","2009-08-23","Chile",7,"2009",20.6538461538462
"10073","2009-08-23","France",43,"2009",154.653846153846
"10074","2009-08-23","Germany",390,"2009",874.942307692308
"10075","2009-08-23","Hungary",56,"2009",152.173076923077
"10076","2009-08-23","Japan",250,"2009",405.019230769231
"10077","2009-08-23","Mexico",677,"2009",1135.57692307692
"10078","2009-08-23","Netherlands",49,"2009",58.8846153846154
"10079","2009-08-23","New.Zealand",62,"2009",50.8461538461538
"10080","2009-08-23","Norway",267,"2009",132.25
"10081","2009-08-23","Paraguay",344,"2009",267.192307692308
"10082","2009-08-23","Peru",215,"2009",200.615384615385
"10083","2009-08-23","Poland",20,"2009",106.173076923077
"10084","2009-08-23","Romania",591,"2009",791.903846153846
"10085","2009-08-23","Russia",264,"2009",564.634615384615
"10086","2009-08-23","South.Africa",4987,"2009",2891.23076923077
"10087","2009-08-23","Spain",99,"2009",77.1346153846154
"10088","2009-08-23","Sweden",8,"2009",9.11538461538461
"10089","2009-08-23","Switzerland",60,"2009",112.230769230769
"10090","2009-08-23","Ukraine",332,"2009",492.826923076923
"10091","2009-08-23","United.States",1915,"2009",2680.65384615385
"10092","2009-08-23","Uruguay",122,"2009",110.961538461538
"10093","2009-08-30","Argentina",150,"2009",152.923076923077
"10094","2009-08-30","Australia",365,"2009",438.384615384615
"10095","2009-08-30","Austria",466,"2009",906.096153846154
"10096","2009-08-30","Belgium",62,"2009",198.461538461538
"10097","2009-08-30","Bolivia",281,"2009",279.153846153846
"10098","2009-08-30","Brazil",273,"2009",211.230769230769
"10099","2009-08-30","Bulgaria",310,"2009",715.134615384615
"10100","2009-08-30","Canada",1584,"2009",2713.80769230769
"10101","2009-08-30","Chile",7,"2009",20.6538461538462
"10102","2009-08-30","France",53,"2009",154.653846153846
"10103","2009-08-30","Germany",449,"2009",874.942307692308
"10104","2009-08-30","Hungary",51,"2009",152.173076923077
"10105","2009-08-30","Japan",329,"2009",405.019230769231
"10106","2009-08-30","Mexico",810,"2009",1135.57692307692
"10107","2009-08-30","Netherlands",54,"2009",58.8846153846154
"10108","2009-08-30","New.Zealand",56,"2009",50.8461538461538
"10109","2009-08-30","Norway",264,"2009",132.25
"10110","2009-08-30","Paraguay",305,"2009",267.192307692308
"10111","2009-08-30","Peru",233,"2009",200.615384615385
"10112","2009-08-30","Poland",21,"2009",106.173076923077
"10113","2009-08-30","Romania",581,"2009",791.903846153846
"10114","2009-08-30","Russia",310,"2009",564.634615384615
"10115","2009-08-30","South.Africa",3958,"2009",2891.23076923077
"10116","2009-08-30","Spain",87,"2009",77.1346153846154
"10117","2009-08-30","Sweden",26,"2009",9.11538461538461
"10118","2009-08-30","Switzerland",52,"2009",112.230769230769
"10119","2009-08-30","Ukraine",356,"2009",492.826923076923
"10120","2009-08-30","United.States",2498,"2009",2680.65384615385
"10121","2009-08-30","Uruguay",120,"2009",110.961538461538
"10122","2009-09-06","Argentina",144,"2009",152.923076923077
"10123","2009-09-06","Australia",385,"2009",438.384615384615
"10124","2009-09-06","Austria",576,"2009",906.096153846154
"10125","2009-09-06","Belgium",106,"2009",198.461538461538
"10126","2009-09-06","Bolivia",289,"2009",279.153846153846
"10127","2009-09-06","Brazil",234,"2009",211.230769230769
"10128","2009-09-06","Bulgaria",339,"2009",715.134615384615
"10129","2009-09-06","Canada",2071,"2009",2713.80769230769
"10130","2009-09-06","Chile",6,"2009",20.6538461538462
"10131","2009-09-06","France",112,"2009",154.653846153846
"10132","2009-09-06","Germany",564,"2009",874.942307692308
"10133","2009-09-06","Hungary",112,"2009",152.173076923077
"10134","2009-09-06","Japan",364,"2009",405.019230769231
"10135","2009-09-06","Mexico",1003,"2009",1135.57692307692
"10136","2009-09-06","Netherlands",62,"2009",58.8846153846154
"10137","2009-09-06","New.Zealand",48,"2009",50.8461538461538
"10138","2009-09-06","Norway",214,"2009",132.25
"10139","2009-09-06","Paraguay",283,"2009",267.192307692308
"10140","2009-09-06","Peru",240,"2009",200.615384615385
"10141","2009-09-06","Poland",25,"2009",106.173076923077
"10142","2009-09-06","Romania",590,"2009",791.903846153846
"10143","2009-09-06","Russia",419,"2009",564.634615384615
"10144","2009-09-06","South.Africa",3249,"2009",2891.23076923077
"10145","2009-09-06","Spain",49,"2009",77.1346153846154
"10146","2009-09-06","Sweden",20,"2009",9.11538461538461
"10147","2009-09-06","Switzerland",54,"2009",112.230769230769
"10148","2009-09-06","Ukraine",438,"2009",492.826923076923
"10149","2009-09-06","United.States",3361,"2009",2680.65384615385
"10150","2009-09-06","Uruguay",122,"2009",110.961538461538
"10151","2009-09-13","Argentina",145,"2009",152.923076923077
"10152","2009-09-13","Australia",299,"2009",438.384615384615
"10153","2009-09-13","Austria",598,"2009",906.096153846154
"10154","2009-09-13","Belgium",135,"2009",198.461538461538
"10155","2009-09-13","Bolivia",257,"2009",279.153846153846
"10156","2009-09-13","Brazil",217,"2009",211.230769230769
"10157","2009-09-13","Bulgaria",354,"2009",715.134615384615
"10158","2009-09-13","Canada",2621,"2009",2713.80769230769
"10159","2009-09-13","Chile",5,"2009",20.6538461538462
"10160","2009-09-13","France",150,"2009",154.653846153846
"10161","2009-09-13","Germany",661,"2009",874.942307692308
"10162","2009-09-13","Hungary",147,"2009",152.173076923077
"10163","2009-09-13","Japan",404,"2009",405.019230769231
"10164","2009-09-13","Mexico",1135,"2009",1135.57692307692
"10165","2009-09-13","Netherlands",68,"2009",58.8846153846154
"10166","2009-09-13","New.Zealand",43,"2009",50.8461538461538
"10167","2009-09-13","Norway",131,"2009",132.25
"10168","2009-09-13","Paraguay",246,"2009",267.192307692308
"10169","2009-09-13","Peru",216,"2009",200.615384615385
"10170","2009-09-13","Poland",48,"2009",106.173076923077
"10171","2009-09-13","Romania",621,"2009",791.903846153846
"10172","2009-09-13","Russia",478,"2009",564.634615384615
"10173","2009-09-13","South.Africa",2805,"2009",2891.23076923077
"10174","2009-09-13","Spain",51,"2009",77.1346153846154
"10175","2009-09-13","Sweden",10,"2009",9.11538461538461
"10176","2009-09-13","Switzerland",67,"2009",112.230769230769
"10177","2009-09-13","Ukraine",484,"2009",492.826923076923
"10178","2009-09-13","United.States",3790,"2009",2680.65384615385
"10179","2009-09-13","Uruguay",116,"2009",110.961538461538
"10180","2009-09-20","Argentina",145,"2009",152.923076923077
"10181","2009-09-20","Australia",218,"2009",438.384615384615
"10182","2009-09-20","Austria",687,"2009",906.096153846154
"10183","2009-09-20","Belgium",137,"2009",198.461538461538
"10184","2009-09-20","Bolivia",257,"2009",279.153846153846
"10185","2009-09-20","Brazil",199,"2009",211.230769230769
"10186","2009-09-20","Bulgaria",397,"2009",715.134615384615
"10187","2009-09-20","Canada",3360,"2009",2713.80769230769
"10188","2009-09-20","Chile",7,"2009",20.6538461538462
"10189","2009-09-20","France",113,"2009",154.653846153846
"10190","2009-09-20","Germany",697,"2009",874.942307692308
"10191","2009-09-20","Hungary",152,"2009",152.173076923077
"10192","2009-09-20","Japan",436,"2009",405.019230769231
"10193","2009-09-20","Mexico",1188,"2009",1135.57692307692
"10194","2009-09-20","Netherlands",59,"2009",58.8846153846154
"10195","2009-09-20","New.Zealand",43,"2009",50.8461538461538
"10196","2009-09-20","Norway",94,"2009",132.25
"10197","2009-09-20","Paraguay",260,"2009",267.192307692308
"10198","2009-09-20","Peru",230,"2009",200.615384615385
"10199","2009-09-20","Poland",75,"2009",106.173076923077
"10200","2009-09-20","Romania",685,"2009",791.903846153846
"10201","2009-09-20","Russia",609,"2009",564.634615384615
"10202","2009-09-20","South.Africa",2538,"2009",2891.23076923077
"10203","2009-09-20","Spain",93,"2009",77.1346153846154
"10204","2009-09-20","Sweden",7,"2009",9.11538461538461
"10205","2009-09-20","Switzerland",53,"2009",112.230769230769
"10206","2009-09-20","Ukraine",562,"2009",492.826923076923
"10207","2009-09-20","United.States",4254,"2009",2680.65384615385
"10208","2009-09-20","Uruguay",109,"2009",110.961538461538
"10209","2009-09-27","Argentina",149,"2009",152.923076923077
"10210","2009-09-27","Australia",193,"2009",438.384615384615
"10211","2009-09-27","Austria",760,"2009",906.096153846154
"10212","2009-09-27","Belgium",158,"2009",198.461538461538
"10213","2009-09-27","Bolivia",291,"2009",279.153846153846
"10214","2009-09-27","Brazil",186,"2009",211.230769230769
"10215","2009-09-27","Bulgaria",611,"2009",715.134615384615
"10216","2009-09-27","Canada",3718,"2009",2713.80769230769
"10217","2009-09-27","Chile",6,"2009",20.6538461538462
"10218","2009-09-27","France",130,"2009",154.653846153846
"10219","2009-09-27","Germany",805,"2009",874.942307692308
"10220","2009-09-27","Hungary",130,"2009",152.173076923077
"10221","2009-09-27","Japan",407,"2009",405.019230769231
"10222","2009-09-27","Mexico",1178,"2009",1135.57692307692
"10223","2009-09-27","Netherlands",54,"2009",58.8846153846154
"10224","2009-09-27","New.Zealand",39,"2009",50.8461538461538
"10225","2009-09-27","Norway",77,"2009",132.25
"10226","2009-09-27","Paraguay",248,"2009",267.192307692308
"10227","2009-09-27","Peru",212,"2009",200.615384615385
"10228","2009-09-27","Poland",68,"2009",106.173076923077
"10229","2009-09-27","Romania",723,"2009",791.903846153846
"10230","2009-09-27","Russia",583,"2009",564.634615384615
"10231","2009-09-27","South.Africa",2624,"2009",2891.23076923077
"10232","2009-09-27","Spain",111,"2009",77.1346153846154
"10233","2009-09-27","Sweden",5,"2009",9.11538461538461
"10234","2009-09-27","Switzerland",43,"2009",112.230769230769
"10235","2009-09-27","Ukraine",590,"2009",492.826923076923
"10236","2009-09-27","United.States",4926,"2009",2680.65384615385
"10237","2009-09-27","Uruguay",99,"2009",110.961538461538
"10238","2009-10-04","Argentina",142,"2009",152.923076923077
"10239","2009-10-04","Australia",213,"2009",438.384615384615
"10240","2009-10-04","Austria",877,"2009",906.096153846154
"10241","2009-10-04","Belgium",200,"2009",198.461538461538
"10242","2009-10-04","Bolivia",271,"2009",279.153846153846
"10243","2009-10-04","Brazil",177,"2009",211.230769230769
"10244","2009-10-04","Bulgaria",739,"2009",715.134615384615
"10245","2009-10-04","Canada",4154,"2009",2713.80769230769
"10246","2009-10-04","Chile",6,"2009",20.6538461538462
"10247","2009-10-04","France",102,"2009",154.653846153846
"10248","2009-10-04","Germany",915,"2009",874.942307692308
"10249","2009-10-04","Hungary",116,"2009",152.173076923077
"10250","2009-10-04","Japan",539,"2009",405.019230769231
"10251","2009-10-04","Mexico",1175,"2009",1135.57692307692
"10252","2009-10-04","Netherlands",52,"2009",58.8846153846154
"10253","2009-10-04","New.Zealand",35,"2009",50.8461538461538
"10254","2009-10-04","Norway",87,"2009",132.25
"10255","2009-10-04","Paraguay",264,"2009",267.192307692308
"10256","2009-10-04","Peru",202,"2009",200.615384615385
"10257","2009-10-04","Poland",54,"2009",106.173076923077
"10258","2009-10-04","Romania",737,"2009",791.903846153846
"10259","2009-10-04","Russia",526,"2009",564.634615384615
"10260","2009-10-04","South.Africa",2284,"2009",2891.23076923077
"10261","2009-10-04","Spain",137,"2009",77.1346153846154
"10262","2009-10-04","Sweden",4,"2009",9.11538461538461
"10263","2009-10-04","Switzerland",46,"2009",112.230769230769
"10264","2009-10-04","Ukraine",565,"2009",492.826923076923
"10265","2009-10-04","United.States",5424,"2009",2680.65384615385
"10266","2009-10-04","Uruguay",108,"2009",110.961538461538
"10267","2009-10-11","Argentina",144,"2009",152.923076923077
"10268","2009-10-11","Australia",242,"2009",438.384615384615
"10269","2009-10-11","Austria",812,"2009",906.096153846154
"10270","2009-10-11","Belgium",318,"2009",198.461538461538
"10271","2009-10-11","Bolivia",271,"2009",279.153846153846
"10272","2009-10-11","Brazil",167,"2009",211.230769230769
"10273","2009-10-11","Bulgaria",875,"2009",715.134615384615
"10274","2009-10-11","Canada",5111,"2009",2713.80769230769
"10275","2009-10-11","Chile",6,"2009",20.6538461538462
"10276","2009-10-11","France",81,"2009",154.653846153846
"10277","2009-10-11","Germany",993,"2009",874.942307692308
"10278","2009-10-11","Hungary",102,"2009",152.173076923077
"10279","2009-10-11","Japan",795,"2009",405.019230769231
"10280","2009-10-11","Mexico",1131,"2009",1135.57692307692
"10281","2009-10-11","Netherlands",55,"2009",58.8846153846154
"10282","2009-10-11","New.Zealand",39,"2009",50.8461538461538
"10283","2009-10-11","Norway",98,"2009",132.25
"10284","2009-10-11","Paraguay",249,"2009",267.192307692308
"10285","2009-10-11","Peru",213,"2009",200.615384615385
"10286","2009-10-11","Poland",50,"2009",106.173076923077
"10287","2009-10-11","Romania",776,"2009",791.903846153846
"10288","2009-10-11","Russia",570,"2009",564.634615384615
"10289","2009-10-11","South.Africa",2168,"2009",2891.23076923077
"10290","2009-10-11","Spain",126,"2009",77.1346153846154
"10291","2009-10-11","Sweden",6,"2009",9.11538461538461
"10292","2009-10-11","Switzerland",50,"2009",112.230769230769
"10293","2009-10-11","Ukraine",564,"2009",492.826923076923
"10294","2009-10-11","United.States",6037,"2009",2680.65384615385
"10295","2009-10-11","Uruguay",111,"2009",110.961538461538
"10296","2009-10-18","Argentina",141,"2009",152.923076923077
"10297","2009-10-18","Australia",203,"2009",438.384615384615
"10298","2009-10-18","Austria",828,"2009",906.096153846154
"10299","2009-10-18","Belgium",591,"2009",198.461538461538
"10300","2009-10-18","Bolivia",241,"2009",279.153846153846
"10301","2009-10-18","Brazil",175,"2009",211.230769230769
"10302","2009-10-18","Bulgaria",966,"2009",715.134615384615
"10303","2009-10-18","Canada",6799,"2009",2713.80769230769
"10304","2009-10-18","Chile",4,"2009",20.6538461538462
"10305","2009-10-18","France",111,"2009",154.653846153846
"10306","2009-10-18","Germany",1028,"2009",874.942307692308
"10307","2009-10-18","Hungary",97,"2009",152.173076923077
"10308","2009-10-18","Japan",950,"2009",405.019230769231
"10309","2009-10-18","Mexico",1106,"2009",1135.57692307692
"10310","2009-10-18","Netherlands",71,"2009",58.8846153846154
"10311","2009-10-18","New.Zealand",38,"2009",50.8461538461538
"10312","2009-10-18","Norway",236,"2009",132.25
"10313","2009-10-18","Paraguay",216,"2009",267.192307692308
"10314","2009-10-18","Peru",208,"2009",200.615384615385
"10315","2009-10-18","Poland",58,"2009",106.173076923077
"10316","2009-10-18","Romania",808,"2009",791.903846153846
"10317","2009-10-18","Russia",666,"2009",564.634615384615
"10318","2009-10-18","South.Africa",2306,"2009",2891.23076923077
"10319","2009-10-18","Spain",161,"2009",77.1346153846154
"10320","2009-10-18","Sweden",10,"2009",9.11538461538461
"10321","2009-10-18","Switzerland",57,"2009",112.230769230769
"10322","2009-10-18","Ukraine",671,"2009",492.826923076923
"10323","2009-10-18","United.States",7112,"2009",2680.65384615385
"10324","2009-10-18","Uruguay",113,"2009",110.961538461538
"10325","2009-10-25","Argentina",141,"2009",152.923076923077
"10326","2009-10-25","Australia",193,"2009",438.384615384615
"10327","2009-10-25","Austria",922,"2009",906.096153846154
"10328","2009-10-25","Belgium",866,"2009",198.461538461538
"10329","2009-10-25","Bolivia",223,"2009",279.153846153846
"10330","2009-10-25","Brazil",167,"2009",211.230769230769
"10331","2009-10-25","Bulgaria",1494,"2009",715.134615384615
"10332","2009-10-25","Canada",9688,"2009",2713.80769230769
"10333","2009-10-25","Chile",5,"2009",20.6538461538462
"10334","2009-10-25","France",161,"2009",154.653846153846
"10335","2009-10-25","Germany",1099,"2009",874.942307692308
"10336","2009-10-25","Hungary",97,"2009",152.173076923077
"10337","2009-10-25","Japan",1137,"2009",405.019230769231
"10338","2009-10-25","Mexico",1123,"2009",1135.57692307692
"10339","2009-10-25","Netherlands",123,"2009",58.8846153846154
"10340","2009-10-25","New.Zealand",30,"2009",50.8461538461538
"10341","2009-10-25","Norway",535,"2009",132.25
"10342","2009-10-25","Paraguay",189,"2009",267.192307692308
"10343","2009-10-25","Peru",216,"2009",200.615384615385
"10344","2009-10-25","Poland",79,"2009",106.173076923077
"10345","2009-10-25","Romania",878,"2009",791.903846153846
"10346","2009-10-25","Russia",946,"2009",564.634615384615
"10347","2009-10-25","South.Africa",2575,"2009",2891.23076923077
"10348","2009-10-25","Spain",268,"2009",77.1346153846154
"10349","2009-10-25","Sweden",13,"2009",9.11538461538461
"10350","2009-10-25","Switzerland",63,"2009",112.230769230769
"10351","2009-10-25","Ukraine",868,"2009",492.826923076923
"10352","2009-10-25","United.States",6533,"2009",2680.65384615385
"10353","2009-10-25","Uruguay",103,"2009",110.961538461538
"10354","2009-11-01","Argentina",125,"2009",152.923076923077
"10355","2009-11-01","Australia",167,"2009",438.384615384615
"10356","2009-11-01","Austria",1108,"2009",906.096153846154
"10357","2009-11-01","Belgium",517,"2009",198.461538461538
"10358","2009-11-01","Bolivia",246,"2009",279.153846153846
"10359","2009-11-01","Brazil",158,"2009",211.230769230769
"10360","2009-11-01","Bulgaria",2569,"2009",715.134615384615
"10361","2009-11-01","Canada",9630,"2009",2713.80769230769
"10362","2009-11-01","Chile",5,"2009",20.6538461538462
"10363","2009-11-01","France",131,"2009",154.653846153846
"10364","2009-11-01","Germany",1396,"2009",874.942307692308
"10365","2009-11-01","Hungary",167,"2009",152.173076923077
"10366","2009-11-01","Japan",1121,"2009",405.019230769231
"10367","2009-11-01","Mexico",1242,"2009",1135.57692307692
"10368","2009-11-01","Netherlands",168,"2009",58.8846153846154
"10369","2009-11-01","New.Zealand",26,"2009",50.8461538461538
"10370","2009-11-01","Norway",751,"2009",132.25
"10371","2009-11-01","Paraguay",177,"2009",267.192307692308
"10372","2009-11-01","Peru",213,"2009",200.615384615385
"10373","2009-11-01","Poland",203,"2009",106.173076923077
"10374","2009-11-01","Romania",988,"2009",791.903846153846
"10375","2009-11-01","Russia",1380,"2009",564.634615384615
"10376","2009-11-01","South.Africa",2228,"2009",2891.23076923077
"10377","2009-11-01","Spain",313,"2009",77.1346153846154
"10378","2009-11-01","Sweden",34,"2009",9.11538461538461
"10379","2009-11-01","Switzerland",140,"2009",112.230769230769
"10380","2009-11-01","Ukraine",1240,"2009",492.826923076923
"10381","2009-11-01","United.States",5722,"2009",2680.65384615385
"10382","2009-11-01","Uruguay",90,"2009",110.961538461538
"10383","2009-11-08","Argentina",123,"2009",152.923076923077
"10384","2009-11-08","Australia",144,"2009",438.384615384615
"10385","2009-11-08","Austria",1443,"2009",906.096153846154
"10386","2009-11-08","Belgium",327,"2009",198.461538461538
"10387","2009-11-08","Bolivia",256,"2009",279.153846153846
"10388","2009-11-08","Brazil",154,"2009",211.230769230769
"10389","2009-11-08","Bulgaria",2368,"2009",715.134615384615
"10390","2009-11-08","Canada",6504,"2009",2713.80769230769
"10391","2009-11-08","Chile",5,"2009",20.6538461538462
"10392","2009-11-08","France",163,"2009",154.653846153846
"10393","2009-11-08","Germany",1687,"2009",874.942307692308
"10394","2009-11-08","Hungary",233,"2009",152.173076923077
"10395","2009-11-08","Japan",1076,"2009",405.019230769231
"10396","2009-11-08","Mexico",1307,"2009",1135.57692307692
"10397","2009-11-08","Netherlands",199,"2009",58.8846153846154
"10398","2009-11-08","New.Zealand",22,"2009",50.8461538461538
"10399","2009-11-08","Norway",618,"2009",132.25
"10400","2009-11-08","Paraguay",162,"2009",267.192307692308
"10401","2009-11-08","Peru",204,"2009",200.615384615385
"10402","2009-11-08","Poland",251,"2009",106.173076923077
"10403","2009-11-08","Romania",1034,"2009",791.903846153846
"10404","2009-11-08","Russia",1742,"2009",564.634615384615
"10405","2009-11-08","South.Africa",2134,"2009",2891.23076923077
"10406","2009-11-08","Spain",304,"2009",77.1346153846154
"10407","2009-11-08","Sweden",51,"2009",9.11538461538461
"10408","2009-11-08","Switzerland",204,"2009",112.230769230769
"10409","2009-11-08","Ukraine",1062,"2009",492.826923076923
"10410","2009-11-08","United.States",4468,"2009",2680.65384615385
"10411","2009-11-08","Uruguay",81,"2009",110.961538461538
"10412","2009-11-15","Argentina",117,"2009",152.923076923077
"10413","2009-11-15","Australia",158,"2009",438.384615384615
"10414","2009-11-15","Austria",1524,"2009",906.096153846154
"10415","2009-11-15","Belgium",200,"2009",198.461538461538
"10416","2009-11-15","Bolivia",238,"2009",279.153846153846
"10417","2009-11-15","Brazil",144,"2009",211.230769230769
"10418","2009-11-15","Bulgaria",1260,"2009",715.134615384615
"10419","2009-11-15","Canada",4316,"2009",2713.80769230769
"10420","2009-11-15","Chile",4,"2009",20.6538461538462
"10421","2009-11-15","France",385,"2009",154.653846153846
"10422","2009-11-15","Germany",1568,"2009",874.942307692308
"10423","2009-11-15","Hungary",314,"2009",152.173076923077
"10424","2009-11-15","Japan",919,"2009",405.019230769231
"10425","2009-11-15","Mexico",1334,"2009",1135.57692307692
"10426","2009-11-15","Netherlands",151,"2009",58.8846153846154
"10427","2009-11-15","New.Zealand",26,"2009",50.8461538461538
"10428","2009-11-15","Norway",324,"2009",132.25
"10429","2009-11-15","Paraguay",156,"2009",267.192307692308
"10430","2009-11-15","Peru",199,"2009",200.615384615385
"10431","2009-11-15","Poland",486,"2009",106.173076923077
"10432","2009-11-15","Romania",1036,"2009",791.903846153846
"10433","2009-11-15","Russia",1649,"2009",564.634615384615
"10434","2009-11-15","South.Africa",2027,"2009",2891.23076923077
"10435","2009-11-15","Spain",348,"2009",77.1346153846154
"10436","2009-11-15","Sweden",41,"2009",9.11538461538461
"10437","2009-11-15","Switzerland",262,"2009",112.230769230769
"10438","2009-11-15","Ukraine",716,"2009",492.826923076923
"10439","2009-11-15","United.States",3587,"2009",2680.65384615385
"10440","2009-11-15","Uruguay",78,"2009",110.961538461538
"10441","2009-11-22","Argentina",97,"2009",152.923076923077
"10442","2009-11-22","Australia",118,"2009",438.384615384615
"10443","2009-11-22","Austria",1418,"2009",906.096153846154
"10444","2009-11-22","Belgium",131,"2009",198.461538461538
"10445","2009-11-22","Bolivia",209,"2009",279.153846153846
"10446","2009-11-22","Brazil",146,"2009",211.230769230769
"10447","2009-11-22","Bulgaria",1025,"2009",715.134615384615
"10448","2009-11-22","Canada",3055,"2009",2713.80769230769
"10449","2009-11-22","Chile",3,"2009",20.6538461538462
"10450","2009-11-22","France",801,"2009",154.653846153846
"10451","2009-11-22","Germany",1305,"2009",874.942307692308
"10452","2009-11-22","Hungary",312,"2009",152.173076923077
"10453","2009-11-22","Japan",1007,"2009",405.019230769231
"10454","2009-11-22","Mexico",1370,"2009",1135.57692307692
"10455","2009-11-22","Netherlands",99,"2009",58.8846153846154
"10456","2009-11-22","New.Zealand",21,"2009",50.8461538461538
"10457","2009-11-22","Norway",152,"2009",132.25
"10458","2009-11-22","Paraguay",153,"2009",267.192307692308
"10459","2009-11-22","Peru",192,"2009",200.615384615385
"10460","2009-11-22","Poland",410,"2009",106.173076923077
"10461","2009-11-22","Romania",1151,"2009",791.903846153846
"10462","2009-11-22","Russia",1383,"2009",564.634615384615
"10463","2009-11-22","South.Africa",1960,"2009",2891.23076923077
"10464","2009-11-22","Spain",181,"2009",77.1346153846154
"10465","2009-11-22","Sweden",15,"2009",9.11538461538461
"10466","2009-11-22","Switzerland",231,"2009",112.230769230769
"10467","2009-11-22","Ukraine",513,"2009",492.826923076923
"10468","2009-11-22","United.States",2655,"2009",2680.65384615385
"10469","2009-11-22","Uruguay",72,"2009",110.961538461538
"10470","2009-11-29","Argentina",88,"2009",152.923076923077
"10471","2009-11-29","Australia",96,"2009",438.384615384615
"10472","2009-11-29","Austria",1229,"2009",906.096153846154
"10473","2009-11-29","Belgium",105,"2009",198.461538461538
"10474","2009-11-29","Bolivia",191,"2009",279.153846153846
"10475","2009-11-29","Brazil",132,"2009",211.230769230769
"10476","2009-11-29","Bulgaria",801,"2009",715.134615384615
"10477","2009-11-29","Canada",2489,"2009",2713.80769230769
"10478","2009-11-29","Chile",3,"2009",20.6538461538462
"10479","2009-11-29","France",874,"2009",154.653846153846
"10480","2009-11-29","Germany",1042,"2009",874.942307692308
"10481","2009-11-29","Hungary",356,"2009",152.173076923077
"10482","2009-11-29","Japan",753,"2009",405.019230769231
"10483","2009-11-29","Mexico",1335,"2009",1135.57692307692
"10484","2009-11-29","Netherlands",56,"2009",58.8846153846154
"10485","2009-11-29","New.Zealand",17,"2009",50.8461538461538
"10486","2009-11-29","Norway",110,"2009",132.25
"10487","2009-11-29","Paraguay",147,"2009",267.192307692308
"10488","2009-11-29","Peru",188,"2009",200.615384615385
"10489","2009-11-29","Poland",273,"2009",106.173076923077
"10490","2009-11-29","Romania",1110,"2009",791.903846153846
"10491","2009-11-29","Russia",994,"2009",564.634615384615
"10492","2009-11-29","South.Africa",1723,"2009",2891.23076923077
"10493","2009-11-29","Spain",84,"2009",77.1346153846154
"10494","2009-11-29","Sweden",7,"2009",9.11538461538461
"10495","2009-11-29","Switzerland",189,"2009",112.230769230769
"10496","2009-11-29","Ukraine",459,"2009",492.826923076923
"10497","2009-11-29","United.States",2560,"2009",2680.65384615385
"10498","2009-11-29","Uruguay",68,"2009",110.961538461538
"10499","2009-12-06","Argentina",83,"2009",152.923076923077
"10500","2009-12-06","Australia",90,"2009",438.384615384615
"10501","2009-12-06","Austria",1074,"2009",906.096153846154
"10502","2009-12-06","Belgium",100,"2009",198.461538461538
"10503","2009-12-06","Bolivia",176,"2009",279.153846153846
"10504","2009-12-06","Brazil",121,"2009",211.230769230769
"10505","2009-12-06","Bulgaria",707,"2009",715.134615384615
"10506","2009-12-06","Canada",2134,"2009",2713.80769230769
"10507","2009-12-06","Chile",3,"2009",20.6538461538462
"10508","2009-12-06","France",641,"2009",154.653846153846
"10509","2009-12-06","Germany",982,"2009",874.942307692308
"10510","2009-12-06","Hungary",318,"2009",152.173076923077
"10511","2009-12-06","Japan",577,"2009",405.019230769231
"10512","2009-12-06","Mexico",1376,"2009",1135.57692307692
"10513","2009-12-06","Netherlands",52,"2009",58.8846153846154
"10514","2009-12-06","New.Zealand",18,"2009",50.8461538461538
"10515","2009-12-06","Norway",108,"2009",132.25
"10516","2009-12-06","Paraguay",141,"2009",267.192307692308
"10517","2009-12-06","Peru",167,"2009",200.615384615385
"10518","2009-12-06","Poland",194,"2009",106.173076923077
"10519","2009-12-06","Romania",1088,"2009",791.903846153846
"10520","2009-12-06","Russia",702,"2009",564.634615384615
"10521","2009-12-06","South.Africa",1895,"2009",2891.23076923077
"10522","2009-12-06","Spain",50,"2009",77.1346153846154
"10523","2009-12-06","Sweden",5,"2009",9.11538461538461
"10524","2009-12-06","Switzerland",186,"2009",112.230769230769
