"","date","country","activity","year","flu_activity_mean"
"5147","2006-05-21","Mexico",894,"2006",1067.33962264151
"5148","2006-05-21","Netherlands",13,"2006",28.2452830188679
"5149","2006-05-21","New.Zealand",31,"2006",28.1509433962264
"5150","2006-05-21","Norway",14,"2006",27.811320754717
"5151","2006-05-21","Paraguay",276,"2006",310.905660377359
"5152","2006-05-21","Peru",376,"2006",282.905660377359
"5153","2006-05-21","Poland",24,"2006",47.5660377358491
"5154","2006-05-21","Romania",796,"2006",768.169811320755
"5155","2006-05-21","Russia",258,"2006",296.094339622641
"5156","2006-05-21","South.Africa",3975,"2006",2599.03773584906
"5157","2006-05-21","Spain",24,"2006",38.8867924528302
"5158","2006-05-21","Sweden",1,"2006",2.88679245283019
"5159","2006-05-21","Switzerland",10,"2006",33.6037735849057
"5160","2006-05-21","Ukraine",269,"2006",332.943396226415
"5161","2006-05-21","United.States",927,"2006",1465.22641509434
"5162","2006-05-21","Uruguay",151,"2006",127.849056603774
"5163","2006-05-28","Argentina",207,"2006",169.169811320755
"5164","2006-05-28","Australia",425,"2006",344.584905660377
"5165","2006-05-28","Austria",522,"2006",681.924528301887
"5166","2006-05-28","Belgium",39,"2006",83.7924528301887
"5167","2006-05-28","Bolivia",513,"2006",371.094339622641
"5168","2006-05-28","Brazil",432,"2006",263.471698113208
"5169","2006-05-28","Bulgaria",717,"2006",880.905660377358
"5170","2006-05-28","Canada",1078,"2006",1841.47169811321
"5171","2006-05-28","Chile",5,"2006",4.90566037735849
"5172","2006-05-28","France",11,"2006",58.0188679245283
"5173","2006-05-28","Germany",573,"2006",791.547169811321
"5174","2006-05-28","Hungary",39,"2006",62.1698113207547
"5175","2006-05-28","Japan",6,"2006",111.77358490566
"5176","2006-05-28","Mexico",823,"2006",1067.33962264151
"5177","2006-05-28","Netherlands",16,"2006",28.2452830188679
"5178","2006-05-28","New.Zealand",26,"2006",28.1509433962264
"5179","2006-05-28","Norway",14,"2006",27.811320754717
"5180","2006-05-28","Paraguay",281,"2006",310.905660377359
"5181","2006-05-28","Peru",364,"2006",282.905660377359
"5182","2006-05-28","Poland",23,"2006",47.5660377358491
"5183","2006-05-28","Romania",694,"2006",768.169811320755
"5184","2006-05-28","Russia",254,"2006",296.094339622641
"5185","2006-05-28","South.Africa",4159,"2006",2599.03773584906
"5186","2006-05-28","Spain",19,"2006",38.8867924528302
"5187","2006-05-28","Sweden",1,"2006",2.88679245283019
"5188","2006-05-28","Switzerland",9,"2006",33.6037735849057
"5189","2006-05-28","Ukraine",255,"2006",332.943396226415
"5190","2006-05-28","United.States",884,"2006",1465.22641509434
"5191","2006-05-28","Uruguay",165,"2006",127.849056603774
"5192","2006-06-04","Argentina",211,"2006",169.169811320755
"5193","2006-06-04","Australia",406,"2006",344.584905660377
"5194","2006-06-04","Austria",539,"2006",681.924528301887
"5195","2006-06-04","Belgium",36,"2006",83.7924528301887
"5196","2006-06-04","Bolivia",625,"2006",371.094339622641
"5197","2006-06-04","Brazil",390,"2006",263.471698113208
"5198","2006-06-04","Bulgaria",705,"2006",880.905660377358
"5199","2006-06-04","Canada",940,"2006",1841.47169811321
"5200","2006-06-04","Chile",5,"2006",4.90566037735849
"5201","2006-06-04","France",9,"2006",58.0188679245283
"5202","2006-06-04","Germany",603,"2006",791.547169811321
"5203","2006-06-04","Hungary",40,"2006",62.1698113207547
"5204","2006-06-04","Japan",7,"2006",111.77358490566
"5205","2006-06-04","Mexico",776,"2006",1067.33962264151
"5206","2006-06-04","Netherlands",14,"2006",28.2452830188679
"5207","2006-06-04","New.Zealand",36,"2006",28.1509433962264
"5208","2006-06-04","Norway",15,"2006",27.811320754717
"5209","2006-06-04","Paraguay",313,"2006",310.905660377359
"5210","2006-06-04","Peru",304,"2006",282.905660377359
"5211","2006-06-04","Poland",23,"2006",47.5660377358491
"5212","2006-06-04","Romania",668,"2006",768.169811320755
"5213","2006-06-04","Russia",264,"2006",296.094339622641
"5214","2006-06-04","South.Africa",4707,"2006",2599.03773584906
"5215","2006-06-04","Spain",20,"2006",38.8867924528302
"5216","2006-06-04","Sweden",1,"2006",2.88679245283019
"5217","2006-06-04","Switzerland",9,"2006",33.6037735849057
"5218","2006-06-04","Ukraine",249,"2006",332.943396226415
"5219","2006-06-04","United.States",818,"2006",1465.22641509434
"5220","2006-06-04","Uruguay",158,"2006",127.849056603774
"5221","2006-06-11","Argentina",219,"2006",169.169811320755
"5222","2006-06-11","Australia",410,"2006",344.584905660377
"5223","2006-06-11","Austria",529,"2006",681.924528301887
"5224","2006-06-11","Belgium",30,"2006",83.7924528301887
"5225","2006-06-11","Bolivia",501,"2006",371.094339622641
"5226","2006-06-11","Brazil",370,"2006",263.471698113208
"5227","2006-06-11","Bulgaria",688,"2006",880.905660377358
"5228","2006-06-11","Canada",951,"2006",1841.47169811321
"5229","2006-06-11","Chile",5,"2006",4.90566037735849
"5230","2006-06-11","France",7,"2006",58.0188679245283
"5231","2006-06-11","Germany",508,"2006",791.547169811321
"5232","2006-06-11","Hungary",43,"2006",62.1698113207547
"5233","2006-06-11","Japan",13,"2006",111.77358490566
"5234","2006-06-11","Mexico",815,"2006",1067.33962264151
"5235","2006-06-11","Netherlands",15,"2006",28.2452830188679
"5236","2006-06-11","New.Zealand",28,"2006",28.1509433962264
"5237","2006-06-11","Norway",15,"2006",27.811320754717
"5238","2006-06-11","Paraguay",344,"2006",310.905660377359
"5239","2006-06-11","Peru",355,"2006",282.905660377359
"5240","2006-06-11","Poland",21,"2006",47.5660377358491
"5241","2006-06-11","Romania",705,"2006",768.169811320755
"5242","2006-06-11","Russia",232,"2006",296.094339622641
"5243","2006-06-11","South.Africa",4619,"2006",2599.03773584906
"5244","2006-06-11","Spain",20,"2006",38.8867924528302
"5245","2006-06-11","Sweden",2,"2006",2.88679245283019
"5246","2006-06-11","Switzerland",10,"2006",33.6037735849057
"5247","2006-06-11","Ukraine",239,"2006",332.943396226415
"5248","2006-06-11","United.States",775,"2006",1465.22641509434
"5249","2006-06-11","Uruguay",147,"2006",127.849056603774
"5250","2006-06-18","Argentina",223,"2006",169.169811320755
"5251","2006-06-18","Australia",476,"2006",344.584905660377
"5252","2006-06-18","Austria",488,"2006",681.924528301887
"5253","2006-06-18","Belgium",26,"2006",83.7924528301887
"5254","2006-06-18","Bolivia",419,"2006",371.094339622641
"5255","2006-06-18","Brazil",409,"2006",263.471698113208
"5256","2006-06-18","Bulgaria",646,"2006",880.905660377358
"5257","2006-06-18","Canada",858,"2006",1841.47169811321
"5258","2006-06-18","Chile",7,"2006",4.90566037735849
"5259","2006-06-18","France",6,"2006",58.0188679245283
"5260","2006-06-18","Germany",418,"2006",791.547169811321
"5261","2006-06-18","Hungary",42,"2006",62.1698113207547
"5262","2006-06-18","Japan",9,"2006",111.77358490566
"5263","2006-06-18","Mexico",780,"2006",1067.33962264151
"5264","2006-06-18","Netherlands",16,"2006",28.2452830188679
"5265","2006-06-18","New.Zealand",47,"2006",28.1509433962264
"5266","2006-06-18","Norway",12,"2006",27.811320754717
"5267","2006-06-18","Paraguay",330,"2006",310.905660377359
"5268","2006-06-18","Peru",316,"2006",282.905660377359
"5269","2006-06-18","Poland",19,"2006",47.5660377358491
"5270","2006-06-18","Romania",678,"2006",768.169811320755
"5271","2006-06-18","Russia",250,"2006",296.094339622641
"5272","2006-06-18","South.Africa",3571,"2006",2599.03773584906
"5273","2006-06-18","Spain",18,"2006",38.8867924528302
"5274","2006-06-18","Sweden",1,"2006",2.88679245283019
"5275","2006-06-18","Switzerland",8,"2006",33.6037735849057
"5276","2006-06-18","Ukraine",228,"2006",332.943396226415
"5277","2006-06-18","United.States",729,"2006",1465.22641509434
"5278","2006-06-18","Uruguay",135,"2006",127.849056603774
"5279","2006-06-25","Argentina",243,"2006",169.169811320755
"5280","2006-06-25","Australia",523,"2006",344.584905660377
"5281","2006-06-25","Austria",513,"2006",681.924528301887
"5282","2006-06-25","Belgium",14,"2006",83.7924528301887
"5283","2006-06-25","Bolivia",335,"2006",371.094339622641
"5284","2006-06-25","Brazil",378,"2006",263.471698113208
"5285","2006-06-25","Bulgaria",710,"2006",880.905660377358
"5286","2006-06-25","Canada",752,"2006",1841.47169811321
"5287","2006-06-25","Chile",8,"2006",4.90566037735849
"5288","2006-06-25","France",5,"2006",58.0188679245283
"5289","2006-06-25","Germany",367,"2006",791.547169811321
"5290","2006-06-25","Hungary",42,"2006",62.1698113207547
"5291","2006-06-25","Japan",6,"2006",111.77358490566
"5292","2006-06-25","Mexico",770,"2006",1067.33962264151
"5293","2006-06-25","Netherlands",17,"2006",28.2452830188679
"5294","2006-06-25","New.Zealand",80,"2006",28.1509433962264
"5295","2006-06-25","Norway",11,"2006",27.811320754717
"5296","2006-06-25","Paraguay",335,"2006",310.905660377359
"5297","2006-06-25","Peru",313,"2006",282.905660377359
"5298","2006-06-25","Poland",19,"2006",47.5660377358491
"5299","2006-06-25","Romania",622,"2006",768.169811320755
"5300","2006-06-25","Russia",241,"2006",296.094339622641
"5301","2006-06-25","South.Africa",3344,"2006",2599.03773584906
"5302","2006-06-25","Spain",17,"2006",38.8867924528302
"5303","2006-06-25","Sweden",1,"2006",2.88679245283019
"5304","2006-06-25","Switzerland",8,"2006",33.6037735849057
"5305","2006-06-25","Ukraine",221,"2006",332.943396226415
"5306","2006-06-25","United.States",706,"2006",1465.22641509434
"5307","2006-06-25","Uruguay",155,"2006",127.849056603774
"5308","2006-07-02","Argentina",232,"2006",169.169811320755
"5309","2006-07-02","Australia",567,"2006",344.584905660377
"5310","2006-07-02","Austria",496,"2006",681.924528301887
"5311","2006-07-02","Belgium",14,"2006",83.7924528301887
"5312","2006-07-02","Bolivia",303,"2006",371.094339622641
"5313","2006-07-02","Brazil",344,"2006",263.471698113208
"5314","2006-07-02","Bulgaria",711,"2006",880.905660377358
"5315","2006-07-02","Canada",785,"2006",1841.47169811321
"5316","2006-07-02","Chile",8,"2006",4.90566037735849
"5317","2006-07-02","France",5,"2006",58.0188679245283
"5318","2006-07-02","Germany",344,"2006",791.547169811321
"5319","2006-07-02","Hungary",42,"2006",62.1698113207547
"5320","2006-07-02","Japan",5,"2006",111.77358490566
"5321","2006-07-02","Mexico",660,"2006",1067.33962264151
"5322","2006-07-02","Netherlands",13,"2006",28.2452830188679
"5323","2006-07-02","New.Zealand",102,"2006",28.1509433962264
"5324","2006-07-02","Norway",10,"2006",27.811320754717
"5325","2006-07-02","Paraguay",340,"2006",310.905660377359
"5326","2006-07-02","Peru",296,"2006",282.905660377359
"5327","2006-07-02","Poland",17,"2006",47.5660377358491
"5328","2006-07-02","Romania",641,"2006",768.169811320755
"5329","2006-07-02","Russia",206,"2006",296.094339622641
"5330","2006-07-02","South.Africa",4091,"2006",2599.03773584906
"5331","2006-07-02","Spain",13,"2006",38.8867924528302
"5332","2006-07-02","Sweden",1,"2006",2.88679245283019
"5333","2006-07-02","Switzerland",8,"2006",33.6037735849057
"5334","2006-07-02","Ukraine",216,"2006",332.943396226415
"5335","2006-07-02","United.States",735,"2006",1465.22641509434
"5336","2006-07-02","Uruguay",188,"2006",127.849056603774
"5337","2006-07-09","Argentina",261,"2006",169.169811320755
"5338","2006-07-09","Australia",512,"2006",344.584905660377
"5339","2006-07-09","Austria",454,"2006",681.924528301887
"5340","2006-07-09","Belgium",15,"2006",83.7924528301887
"5341","2006-07-09","Bolivia",281,"2006",371.094339622641
"5342","2006-07-09","Brazil",317,"2006",263.471698113208
"5343","2006-07-09","Bulgaria",667,"2006",880.905660377358
"5344","2006-07-09","Canada",786,"2006",1841.47169811321
"5345","2006-07-09","Chile",10,"2006",4.90566037735849
"5346","2006-07-09","France",5,"2006",58.0188679245283
"5347","2006-07-09","Germany",338,"2006",791.547169811321
"5348","2006-07-09","Hungary",40,"2006",62.1698113207547
"5349","2006-07-09","Japan",5,"2006",111.77358490566
"5350","2006-07-09","Mexico",759,"2006",1067.33962264151
"5351","2006-07-09","Netherlands",17,"2006",28.2452830188679
"5352","2006-07-09","New.Zealand",83,"2006",28.1509433962264
"5353","2006-07-09","Norway",10,"2006",27.811320754717
"5354","2006-07-09","Paraguay",454,"2006",310.905660377359
"5355","2006-07-09","Peru",328,"2006",282.905660377359
"5356","2006-07-09","Poland",16,"2006",47.5660377358491
"5357","2006-07-09","Romania",631,"2006",768.169811320755
"5358","2006-07-09","Russia",178,"2006",296.094339622641
"5359","2006-07-09","South.Africa",3623,"2006",2599.03773584906
"5360","2006-07-09","Spain",10,"2006",38.8867924528302
"5361","2006-07-09","Sweden",1,"2006",2.88679245283019
"5362","2006-07-09","Switzerland",8,"2006",33.6037735849057
"5363","2006-07-09","Ukraine",207,"2006",332.943396226415
"5364","2006-07-09","United.States",717,"2006",1465.22641509434
"5365","2006-07-09","Uruguay",177,"2006",127.849056603774
"5366","2006-07-16","Argentina",272,"2006",169.169811320755
"5367","2006-07-16","Australia",621,"2006",344.584905660377
"5368","2006-07-16","Austria",499,"2006",681.924528301887
"5369","2006-07-16","Belgium",7,"2006",83.7924528301887
"5370","2006-07-16","Bolivia",286,"2006",371.094339622641
"5371","2006-07-16","Brazil",302,"2006",263.471698113208
"5372","2006-07-16","Bulgaria",666,"2006",880.905660377358
"5373","2006-07-16","Canada",724,"2006",1841.47169811321
"5374","2006-07-16","Chile",11,"2006",4.90566037735849
"5375","2006-07-16","France",6,"2006",58.0188679245283
"5376","2006-07-16","Germany",329,"2006",791.547169811321
"5377","2006-07-16","Hungary",39,"2006",62.1698113207547
"5378","2006-07-16","Japan",3,"2006",111.77358490566
"5379","2006-07-16","Mexico",753,"2006",1067.33962264151
"5380","2006-07-16","Netherlands",14,"2006",28.2452830188679
"5381","2006-07-16","New.Zealand",55,"2006",28.1509433962264
"5382","2006-07-16","Norway",9,"2006",27.811320754717
"5383","2006-07-16","Paraguay",549,"2006",310.905660377359
"5384","2006-07-16","Peru",278,"2006",282.905660377359
"5385","2006-07-16","Poland",15,"2006",47.5660377358491
"5386","2006-07-16","Romania",595,"2006",768.169811320755
"5387","2006-07-16","Russia",146,"2006",296.094339622641
"5388","2006-07-16","South.Africa",3225,"2006",2599.03773584906
"5389","2006-07-16","Spain",19,"2006",38.8867924528302
"5390","2006-07-16","Sweden",1,"2006",2.88679245283019
"5391","2006-07-16","Switzerland",9,"2006",33.6037735849057
"5392","2006-07-16","Ukraine",204,"2006",332.943396226415
"5393","2006-07-16","United.States",695,"2006",1465.22641509434
"5394","2006-07-16","Uruguay",179,"2006",127.849056603774
"5395","2006-07-23","Argentina",252,"2006",169.169811320755
"5396","2006-07-23","Australia",670,"2006",344.584905660377
"5397","2006-07-23","Austria",483,"2006",681.924528301887
"5398","2006-07-23","Belgium",11,"2006",83.7924528301887
"5399","2006-07-23","Bolivia",343,"2006",371.094339622641
"5400","2006-07-23","Brazil",288,"2006",263.471698113208
"5401","2006-07-23","Bulgaria",641,"2006",880.905660377358
"5402","2006-07-23","Canada",707,"2006",1841.47169811321
"5403","2006-07-23","Chile",8,"2006",4.90566037735849
"5404","2006-07-23","France",5,"2006",58.0188679245283
"5405","2006-07-23","Germany",313,"2006",791.547169811321
"5406","2006-07-23","Hungary",40,"2006",62.1698113207547
"5407","2006-07-23","Japan",3,"2006",111.77358490566
"5408","2006-07-23","Mexico",774,"2006",1067.33962264151
"5409","2006-07-23","Netherlands",14,"2006",28.2452830188679
"5410","2006-07-23","New.Zealand",68,"2006",28.1509433962264
"5411","2006-07-23","Norway",8,"2006",27.811320754717
"5412","2006-07-23","Paraguay",488,"2006",310.905660377359
"5413","2006-07-23","Peru",251,"2006",282.905660377359
"5414","2006-07-23","Poland",14,"2006",47.5660377358491
"5415","2006-07-23","Romania",582,"2006",768.169811320755
"5416","2006-07-23","Russia",143,"2006",296.094339622641
"5417","2006-07-23","South.Africa",3205,"2006",2599.03773584906
"5418","2006-07-23","Spain",14,"2006",38.8867924528302
"5419","2006-07-23","Sweden",1,"2006",2.88679245283019
"5420","2006-07-23","Switzerland",10,"2006",33.6037735849057
"5421","2006-07-23","Ukraine",201,"2006",332.943396226415
"5422","2006-07-23","United.States",695,"2006",1465.22641509434
"5423","2006-07-23","Uruguay",177,"2006",127.849056603774
"5424","2006-07-30","Argentina",215,"2006",169.169811320755
"5425","2006-07-30","Australia",742,"2006",344.584905660377
"5426","2006-07-30","Austria",374,"2006",681.924528301887
"5427","2006-07-30","Belgium",9,"2006",83.7924528301887
"5428","2006-07-30","Bolivia",381,"2006",371.094339622641
"5429","2006-07-30","Brazil",284,"2006",263.471698113208
"5430","2006-07-30","Bulgaria",564,"2006",880.905660377358
"5431","2006-07-30","Canada",744,"2006",1841.47169811321
"5432","2006-07-30","Chile",7,"2006",4.90566037735849
"5433","2006-07-30","France",6,"2006",58.0188679245283
"5434","2006-07-30","Germany",332,"2006",791.547169811321
"5435","2006-07-30","Hungary",39,"2006",62.1698113207547
"5436","2006-07-30","Japan",3,"2006",111.77358490566
"5437","2006-07-30","Mexico",737,"2006",1067.33962264151
"5438","2006-07-30","Netherlands",15,"2006",28.2452830188679
"5439","2006-07-30","New.Zealand",73,"2006",28.1509433962264
"5440","2006-07-30","Norway",8,"2006",27.811320754717
"5441","2006-07-30","Paraguay",423,"2006",310.905660377359
"5442","2006-07-30","Peru",260,"2006",282.905660377359
"5443","2006-07-30","Poland",13,"2006",47.5660377358491
"5444","2006-07-30","Romania",552,"2006",768.169811320755
"5445","2006-07-30","Russia",136,"2006",296.094339622641
"5446","2006-07-30","South.Africa",2975,"2006",2599.03773584906
"5447","2006-07-30","Spain",17,"2006",38.8867924528302
"5448","2006-07-30","Sweden",1,"2006",2.88679245283019
"5449","2006-07-30","Switzerland",10,"2006",33.6037735849057
"5450","2006-07-30","Ukraine",206,"2006",332.943396226415
"5451","2006-07-30","United.States",677,"2006",1465.22641509434
"5452","2006-07-30","Uruguay",183,"2006",127.849056603774
"5453","2006-08-06","Argentina",238,"2006",169.169811320755
"5454","2006-08-06","Australia",765,"2006",344.584905660377
"5455","2006-08-06","Austria",385,"2006",681.924528301887
"5456","2006-08-06","Belgium",9,"2006",83.7924528301887
"5457","2006-08-06","Bolivia",347,"2006",371.094339622641
"5458","2006-08-06","Brazil",291,"2006",263.471698113208
"5459","2006-08-06","Bulgaria",530,"2006",880.905660377358
"5460","2006-08-06","Canada",736,"2006",1841.47169811321
"5461","2006-08-06","Chile",9,"2006",4.90566037735849
"5462","2006-08-06","France",7,"2006",58.0188679245283
"5463","2006-08-06","Germany",387,"2006",791.547169811321
"5464","2006-08-06","Hungary",42,"2006",62.1698113207547
"5465","2006-08-06","Japan",2,"2006",111.77358490566
"5466","2006-08-06","Mexico",790,"2006",1067.33962264151
"5467","2006-08-06","Netherlands",16,"2006",28.2452830188679
"5468","2006-08-06","New.Zealand",59,"2006",28.1509433962264
"5469","2006-08-06","Norway",8,"2006",27.811320754717
"5470","2006-08-06","Paraguay",387,"2006",310.905660377359
"5471","2006-08-06","Peru",268,"2006",282.905660377359
"5472","2006-08-06","Poland",13,"2006",47.5660377358491
"5473","2006-08-06","Romania",580,"2006",768.169811320755
"5474","2006-08-06","Russia",140,"2006",296.094339622641
"5475","2006-08-06","South.Africa",3130,"2006",2599.03773584906
"5476","2006-08-06","Spain",16,"2006",38.8867924528302
"5477","2006-08-06","Sweden",1,"2006",2.88679245283019
"5478","2006-08-06","Switzerland",8,"2006",33.6037735849057
"5479","2006-08-06","Ukraine",207,"2006",332.943396226415
"5480","2006-08-06","United.States",681,"2006",1465.22641509434
"5481","2006-08-06","Uruguay",194,"2006",127.849056603774
"5482","2006-08-13","Argentina",228,"2006",169.169811320755
"5483","2006-08-13","Australia",796,"2006",344.584905660377
"5484","2006-08-13","Austria",449,"2006",681.924528301887
"5485","2006-08-13","Belgium",14,"2006",83.7924528301887
"5486","2006-08-13","Bolivia",359,"2006",371.094339622641
"5487","2006-08-13","Brazil",298,"2006",263.471698113208
"5488","2006-08-13","Bulgaria",480,"2006",880.905660377358
"5489","2006-08-13","Canada",774,"2006",1841.47169811321
"5490","2006-08-13","Chile",10,"2006",4.90566037735849
"5491","2006-08-13","France",9,"2006",58.0188679245283
"5492","2006-08-13","Germany",443,"2006",791.547169811321
"5493","2006-08-13","Hungary",50,"2006",62.1698113207547
"5494","2006-08-13","Japan",2,"2006",111.77358490566
"5495","2006-08-13","Mexico",713,"2006",1067.33962264151
"5496","2006-08-13","Netherlands",15,"2006",28.2452830188679
"5497","2006-08-13","New.Zealand",60,"2006",28.1509433962264
"5498","2006-08-13","Norway",10,"2006",27.811320754717
"5499","2006-08-13","Paraguay",379,"2006",310.905660377359
"5500","2006-08-13","Peru",287,"2006",282.905660377359
"5501","2006-08-13","Poland",12,"2006",47.5660377358491
"5502","2006-08-13","Romania",605,"2006",768.169811320755
"5503","2006-08-13","Russia",163,"2006",296.094339622641
"5504","2006-08-13","South.Africa",3062,"2006",2599.03773584906
"5505","2006-08-13","Spain",16,"2006",38.8867924528302
"5506","2006-08-13","Sweden",1,"2006",2.88679245283019
"5507","2006-08-13","Switzerland",10,"2006",33.6037735849057
"5508","2006-08-13","Ukraine",203,"2006",332.943396226415
"5509","2006-08-13","United.States",717,"2006",1465.22641509434
"5510","2006-08-13","Uruguay",194,"2006",127.849056603774
"5511","2006-08-20","Argentina",250,"2006",169.169811320755
"5512","2006-08-20","Australia",704,"2006",344.584905660377
"5513","2006-08-20","Austria",517,"2006",681.924528301887
"5514","2006-08-20","Belgium",16,"2006",83.7924528301887
"5515","2006-08-20","Bolivia",477,"2006",371.094339622641
"5516","2006-08-20","Brazil",312,"2006",263.471698113208
"5517","2006-08-20","Bulgaria",471,"2006",880.905660377358
"5518","2006-08-20","Canada",752,"2006",1841.47169811321
"5519","2006-08-20","Chile",8,"2006",4.90566037735849
"5520","2006-08-20","France",8,"2006",58.0188679245283
"5521","2006-08-20","Germany",502,"2006",791.547169811321
"5522","2006-08-20","Hungary",49,"2006",62.1698113207547
"5523","2006-08-20","Japan",2,"2006",111.77358490566
"5524","2006-08-20","Mexico",731,"2006",1067.33962264151
"5525","2006-08-20","Netherlands",16,"2006",28.2452830188679
"5526","2006-08-20","New.Zealand",58,"2006",28.1509433962264
"5527","2006-08-20","Norway",11,"2006",27.811320754717
"5528","2006-08-20","Paraguay",420,"2006",310.905660377359
"5529","2006-08-20","Peru",337,"2006",282.905660377359
"5530","2006-08-20","Poland",12,"2006",47.5660377358491
"5531","2006-08-20","Romania",650,"2006",768.169811320755
"5532","2006-08-20","Russia",145,"2006",296.094339622641
"5533","2006-08-20","South.Africa",3002,"2006",2599.03773584906
"5534","2006-08-20","Spain",20,"2006",38.8867924528302
"5535","2006-08-20","Sweden",1,"2006",2.88679245283019
"5536","2006-08-20","Switzerland",10,"2006",33.6037735849057
"5537","2006-08-20","Ukraine",205,"2006",332.943396226415
"5538","2006-08-20","United.States",741,"2006",1465.22641509434
"5539","2006-08-20","Uruguay",181,"2006",127.849056603774
"5540","2006-08-27","Argentina",271,"2006",169.169811320755
"5541","2006-08-27","Australia",749,"2006",344.584905660377
"5542","2006-08-27","Austria",520,"2006",681.924528301887
"5543","2006-08-27","Belgium",16,"2006",83.7924528301887
"5544","2006-08-27","Bolivia",425,"2006",371.094339622641
"5545","2006-08-27","Brazil",281,"2006",263.471698113208
"5546","2006-08-27","Bulgaria",466,"2006",880.905660377358
"5547","2006-08-27","Canada",801,"2006",1841.47169811321
"5548","2006-08-27","Chile",6,"2006",4.90566037735849
"5549","2006-08-27","France",8,"2006",58.0188679245283
"5550","2006-08-27","Germany",595,"2006",791.547169811321
"5551","2006-08-27","Hungary",48,"2006",62.1698113207547
"5552","2006-08-27","Japan",1,"2006",111.77358490566
"5553","2006-08-27","Mexico",786,"2006",1067.33962264151
"5554","2006-08-27","Netherlands",19,"2006",28.2452830188679
"5555","2006-08-27","New.Zealand",54,"2006",28.1509433962264
"5556","2006-08-27","Norway",12,"2006",27.811320754717
"5557","2006-08-27","Paraguay",486,"2006",310.905660377359
"5558","2006-08-27","Peru",338,"2006",282.905660377359
"5559","2006-08-27","Poland",11,"2006",47.5660377358491
"5560","2006-08-27","Romania",627,"2006",768.169811320755
"5561","2006-08-27","Russia",171,"2006",296.094339622641
"5562","2006-08-27","South.Africa",2950,"2006",2599.03773584906
"5563","2006-08-27","Spain",21,"2006",38.8867924528302
"5564","2006-08-27","Sweden",1,"2006",2.88679245283019
"5565","2006-08-27","Switzerland",12,"2006",33.6037735849057
"5566","2006-08-27","Ukraine",212,"2006",332.943396226415
"5567","2006-08-27","United.States",760,"2006",1465.22641509434
"5568","2006-08-27","Uruguay",175,"2006",127.849056603774
"5569","2006-09-03","Argentina",234,"2006",169.169811320755
"5570","2006-09-03","Australia",570,"2006",344.584905660377
"5571","2006-09-03","Austria",505,"2006",681.924528301887
"5572","2006-09-03","Belgium",21,"2006",83.7924528301887
"5573","2006-09-03","Bolivia",346,"2006",371.094339622641
"5574","2006-09-03","Brazil",271,"2006",263.471698113208
"5575","2006-09-03","Bulgaria",447,"2006",880.905660377358
"5576","2006-09-03","Canada",931,"2006",1841.47169811321
"5577","2006-09-03","Chile",6,"2006",4.90566037735849
"5578","2006-09-03","France",9,"2006",58.0188679245283
"5579","2006-09-03","Germany",615,"2006",791.547169811321
"5580","2006-09-03","Hungary",47,"2006",62.1698113207547
"5581","2006-09-03","Japan",1,"2006",111.77358490566
"5582","2006-09-03","Mexico",856,"2006",1067.33962264151
"5583","2006-09-03","Netherlands",21,"2006",28.2452830188679
"5584","2006-09-03","New.Zealand",52,"2006",28.1509433962264
"5585","2006-09-03","Norway",19,"2006",27.811320754717
"5586","2006-09-03","Paraguay",531,"2006",310.905660377359
"5587","2006-09-03","Peru",372,"2006",282.905660377359
"5588","2006-09-03","Poland",10,"2006",47.5660377358491
"5589","2006-09-03","Romania",613,"2006",768.169811320755
"5590","2006-09-03","Russia",190,"2006",296.094339622641
"5591","2006-09-03","South.Africa",2798,"2006",2599.03773584906
"5592","2006-09-03","Spain",13,"2006",38.8867924528302
"5593","2006-09-03","Sweden",2,"2006",2.88679245283019
"5594","2006-09-03","Switzerland",16,"2006",33.6037735849057
"5595","2006-09-03","Ukraine",222,"2006",332.943396226415
"5596","2006-09-03","United.States",861,"2006",1465.22641509434
"5597","2006-09-03","Uruguay",178,"2006",127.849056603774
"5598","2006-09-10","Argentina",234,"2006",169.169811320755
"5599","2006-09-10","Australia",507,"2006",344.584905660377
"5600","2006-09-10","Austria",481,"2006",681.924528301887
"5601","2006-09-10","Belgium",33,"2006",83.7924528301887
"5602","2006-09-10","Bolivia",342,"2006",371.094339622641
"5603","2006-09-10","Brazil",300,"2006",263.471698113208
"5604","2006-09-10","Bulgaria",502,"2006",880.905660377358
"5605","2006-09-10","Canada",1118,"2006",1841.47169811321
"5606","2006-09-10","Chile",7,"2006",4.90566037735849
"5607","2006-09-10","France",12,"2006",58.0188679245283
"5608","2006-09-10","Germany",644,"2006",791.547169811321
"5609","2006-09-10","Hungary",43,"2006",62.1698113207547
"5610","2006-09-10","Japan",2,"2006",111.77358490566
"5611","2006-09-10","Mexico",909,"2006",1067.33962264151
"5612","2006-09-10","Netherlands",28,"2006",28.2452830188679
"5613","2006-09-10","New.Zealand",44,"2006",28.1509433962264
"5614","2006-09-10","Norway",23,"2006",27.811320754717
"5615","2006-09-10","Paraguay",596,"2006",310.905660377359
"5616","2006-09-10","Peru",364,"2006",282.905660377359
"5617","2006-09-10","Poland",12,"2006",47.5660377358491
"5618","2006-09-10","Romania",639,"2006",768.169811320755
"5619","2006-09-10","Russia",243,"2006",296.094339622641
"5620","2006-09-10","South.Africa",3332,"2006",2599.03773584906
"5621","2006-09-10","Spain",16,"2006",38.8867924528302
"5622","2006-09-10","Sweden",2,"2006",2.88679245283019
