"","date","country","activity","year","dengue_tidy_mean"
"1175","2005-03-27","Indonesia",0.181,"2005",0.176519230769231
"1176","2005-03-27","Mexico",0.049,"2005",0.0904615384615385
"1177","2005-03-27","Philippines",0.065,"2005",0.124769230769231
"1178","2005-03-27","Singapore",0.204,"2005",0.273461538461538
"1179","2005-03-27","Thailand",0,"2005",0
"1180","2005-03-27","Venezuela",0.17,"2005",0.198192307692308
"1181","2005-04-03","Argentina",0.027,"2005",0.0199038461538462
"1182","2005-04-03","Bolivia",0.028,"2005",0.0285576923076923
"1183","2005-04-03","Brazil",0.067,"2005",0.0516923076923077
"1184","2005-04-03","India",0.008,"2005",0.109057692307692
"1185","2005-04-03","Indonesia",0.132,"2005",0.176519230769231
"1186","2005-04-03","Mexico",0.035,"2005",0.0904615384615385
"1187","2005-04-03","Philippines",0.061,"2005",0.124769230769231
"1188","2005-04-03","Singapore",0.202,"2005",0.273461538461538
"1189","2005-04-03","Thailand",0,"2005",0
"1190","2005-04-03","Venezuela",0.172,"2005",0.198192307692308
"1191","2005-04-10","Argentina",0.024,"2005",0.0199038461538462
"1192","2005-04-10","Bolivia",0.051,"2005",0.0285576923076923
"1193","2005-04-10","Brazil",0.057,"2005",0.0516923076923077
"1194","2005-04-10","India",0.016,"2005",0.109057692307692
"1195","2005-04-10","Indonesia",0.176,"2005",0.176519230769231
"1196","2005-04-10","Mexico",0.051,"2005",0.0904615384615385
"1197","2005-04-10","Philippines",0.059,"2005",0.124769230769231
"1198","2005-04-10","Singapore",0.181,"2005",0.273461538461538
"1199","2005-04-10","Thailand",0,"2005",0
"1200","2005-04-10","Venezuela",0.164,"2005",0.198192307692308
"1201","2005-04-17","Argentina",0.022,"2005",0.0199038461538462
"1202","2005-04-17","Bolivia",0.068,"2005",0.0285576923076923
"1203","2005-04-17","Brazil",0.062,"2005",0.0516923076923077
"1204","2005-04-17","India",0.013,"2005",0.109057692307692
"1205","2005-04-17","Indonesia",0.135,"2005",0.176519230769231
"1206","2005-04-17","Mexico",0.049,"2005",0.0904615384615385
"1207","2005-04-17","Philippines",0.061,"2005",0.124769230769231
"1208","2005-04-17","Singapore",0.172,"2005",0.273461538461538
"1209","2005-04-17","Thailand",0,"2005",0
"1210","2005-04-17","Venezuela",0.167,"2005",0.198192307692308
"1211","2005-04-24","Argentina",0.024,"2005",0.0199038461538462
"1212","2005-04-24","Bolivia",0.051,"2005",0.0285576923076923
"1213","2005-04-24","Brazil",0.062,"2005",0.0516923076923077
"1214","2005-04-24","India",0.015,"2005",0.109057692307692
"1215","2005-04-24","Indonesia",0.124,"2005",0.176519230769231
"1216","2005-04-24","Mexico",0.053,"2005",0.0904615384615385
"1217","2005-04-24","Philippines",0.061,"2005",0.124769230769231
"1218","2005-04-24","Singapore",0.177,"2005",0.273461538461538
"1219","2005-04-24","Thailand",0,"2005",0
"1220","2005-04-24","Venezuela",0.162,"2005",0.198192307692308
"1221","2005-05-01","Argentina",0.029,"2005",0.0199038461538462
"1222","2005-05-01","Bolivia",0.044,"2005",0.0285576923076923
"1223","2005-05-01","Brazil",0.058,"2005",0.0516923076923077
"1224","2005-05-01","India",0.013,"2005",0.109057692307692
"1225","2005-05-01","Indonesia",0.129,"2005",0.176519230769231
"1226","2005-05-01","Mexico",0.051,"2005",0.0904615384615385
"1227","2005-05-01","Philippines",0.06,"2005",0.124769230769231
"1228","2005-05-01","Singapore",0.187,"2005",0.273461538461538
"1229","2005-05-01","Thailand",0,"2005",0
"1230","2005-05-01","Venezuela",0.174,"2005",0.198192307692308
"1231","2005-05-08","Argentina",0.024,"2005",0.0199038461538462
"1232","2005-05-08","Bolivia",0.045,"2005",0.0285576923076923
"1233","2005-05-08","Brazil",0.059,"2005",0.0516923076923077
"1234","2005-05-08","India",0.021,"2005",0.109057692307692
"1235","2005-05-08","Indonesia",0.139,"2005",0.176519230769231
"1236","2005-05-08","Mexico",0.056,"2005",0.0904615384615385
"1237","2005-05-08","Philippines",0.059,"2005",0.124769230769231
"1238","2005-05-08","Singapore",0.181,"2005",0.273461538461538
"1239","2005-05-08","Thailand",0,"2005",0
"1240","2005-05-08","Venezuela",0.175,"2005",0.198192307692308
"1241","2005-05-15","Argentina",0.022,"2005",0.0199038461538462
"1242","2005-05-15","Bolivia",0.045,"2005",0.0285576923076923
"1243","2005-05-15","Brazil",0.063,"2005",0.0516923076923077
"1244","2005-05-15","India",0.044,"2005",0.109057692307692
"1245","2005-05-15","Indonesia",0.098,"2005",0.176519230769231
"1246","2005-05-15","Mexico",0.057,"2005",0.0904615384615385
"1247","2005-05-15","Philippines",0.062,"2005",0.124769230769231
"1248","2005-05-15","Singapore",0.178,"2005",0.273461538461538
"1249","2005-05-15","Thailand",0,"2005",0
"1250","2005-05-15","Venezuela",0.19,"2005",0.198192307692308
"1251","2005-05-22","Argentina",0.019,"2005",0.0199038461538462
"1252","2005-05-22","Bolivia",0.045,"2005",0.0285576923076923
"1253","2005-05-22","Brazil",0.05,"2005",0.0516923076923077
"1254","2005-05-22","India",0.028,"2005",0.109057692307692
"1255","2005-05-22","Indonesia",0.101,"2005",0.176519230769231
"1256","2005-05-22","Mexico",0.063,"2005",0.0904615384615385
"1257","2005-05-22","Philippines",0.059,"2005",0.124769230769231
"1258","2005-05-22","Singapore",0.144,"2005",0.273461538461538
"1259","2005-05-22","Thailand",0,"2005",0
"1260","2005-05-22","Venezuela",0.181,"2005",0.198192307692308
"1261","2005-05-29","Argentina",0.019,"2005",0.0199038461538462
"1262","2005-05-29","Bolivia",0.041,"2005",0.0285576923076923
"1263","2005-05-29","Brazil",0.067,"2005",0.0516923076923077
"1264","2005-05-29","India",0.031,"2005",0.109057692307692
"1265","2005-05-29","Indonesia",0.11,"2005",0.176519230769231
"1266","2005-05-29","Mexico",0.07,"2005",0.0904615384615385
"1267","2005-05-29","Philippines",0.071,"2005",0.124769230769231
"1268","2005-05-29","Singapore",0.162,"2005",0.273461538461538
"1269","2005-05-29","Thailand",0,"2005",0
"1270","2005-05-29","Venezuela",0.192,"2005",0.198192307692308
"1271","2005-06-05","Argentina",0.017,"2005",0.0199038461538462
"1272","2005-06-05","Bolivia",0.024,"2005",0.0285576923076923
"1273","2005-06-05","Brazil",0.056,"2005",0.0516923076923077
"1274","2005-06-05","India",0.028,"2005",0.109057692307692
"1275","2005-06-05","Indonesia",0.098,"2005",0.176519230769231
"1276","2005-06-05","Mexico",0.075,"2005",0.0904615384615385
"1277","2005-06-05","Philippines",0.079,"2005",0.124769230769231
"1278","2005-06-05","Singapore",0.175,"2005",0.273461538461538
"1279","2005-06-05","Thailand",0,"2005",0
"1280","2005-06-05","Venezuela",0.176,"2005",0.198192307692308
"1281","2005-06-12","Argentina",0.022,"2005",0.0199038461538462
"1282","2005-06-12","Bolivia",0.03,"2005",0.0285576923076923
"1283","2005-06-12","Brazil",0.056,"2005",0.0516923076923077
"1284","2005-06-12","India",0.052,"2005",0.109057692307692
"1285","2005-06-12","Indonesia",0.07,"2005",0.176519230769231
"1286","2005-06-12","Mexico",0.089,"2005",0.0904615384615385
"1287","2005-06-12","Philippines",0.083,"2005",0.124769230769231
"1288","2005-06-12","Singapore",0.181,"2005",0.273461538461538
"1289","2005-06-12","Thailand",0,"2005",0
"1290","2005-06-12","Venezuela",0.175,"2005",0.198192307692308
"1291","2005-06-19","Argentina",0.022,"2005",0.0199038461538462
"1292","2005-06-19","Bolivia",0.034,"2005",0.0285576923076923
"1293","2005-06-19","Brazil",0.05,"2005",0.0516923076923077
"1294","2005-06-19","India",0.028,"2005",0.109057692307692
"1295","2005-06-19","Indonesia",0.072,"2005",0.176519230769231
"1296","2005-06-19","Mexico",0.089,"2005",0.0904615384615385
"1297","2005-06-19","Philippines",0.095,"2005",0.124769230769231
"1298","2005-06-19","Singapore",0.204,"2005",0.273461538461538
"1299","2005-06-19","Thailand",0,"2005",0
"1300","2005-06-19","Venezuela",0.2,"2005",0.198192307692308
"1301","2005-06-26","Argentina",0.022,"2005",0.0199038461538462
"1302","2005-06-26","Bolivia",0.022,"2005",0.0285576923076923
"1303","2005-06-26","Brazil",0.041,"2005",0.0516923076923077
"1304","2005-06-26","India",0.055,"2005",0.109057692307692
"1305","2005-06-26","Indonesia",0.086,"2005",0.176519230769231
"1306","2005-06-26","Mexico",0.088,"2005",0.0904615384615385
"1307","2005-06-26","Philippines",0.128,"2005",0.124769230769231
"1308","2005-06-26","Singapore",0.232,"2005",0.273461538461538
"1309","2005-06-26","Thailand",0,"2005",0
"1310","2005-06-26","Venezuela",0.211,"2005",0.198192307692308
"1311","2005-07-03","Argentina",0.019,"2005",0.0199038461538462
"1312","2005-07-03","Bolivia",0.014,"2005",0.0285576923076923
"1313","2005-07-03","Brazil",0.042,"2005",0.0516923076923077
"1314","2005-07-03","India",0.051,"2005",0.109057692307692
"1315","2005-07-03","Indonesia",0.1,"2005",0.176519230769231
"1316","2005-07-03","Mexico",0.1,"2005",0.0904615384615385
"1317","2005-07-03","Philippines",0.136,"2005",0.124769230769231
"1318","2005-07-03","Singapore",0.221,"2005",0.273461538461538
"1319","2005-07-03","Thailand",0,"2005",0
"1320","2005-07-03","Venezuela",0.186,"2005",0.198192307692308
"1321","2005-07-10","Argentina",0.017,"2005",0.0199038461538462
"1322","2005-07-10","Bolivia",0.011,"2005",0.0285576923076923
"1323","2005-07-10","Brazil",0.034,"2005",0.0516923076923077
"1324","2005-07-10","India",0.075,"2005",0.109057692307692
"1325","2005-07-10","Indonesia",0.093,"2005",0.176519230769231
"1326","2005-07-10","Mexico",0.081,"2005",0.0904615384615385
"1327","2005-07-10","Philippines",0.133,"2005",0.124769230769231
"1328","2005-07-10","Singapore",0.226,"2005",0.273461538461538
"1329","2005-07-10","Thailand",0,"2005",0
"1330","2005-07-10","Venezuela",0.183,"2005",0.198192307692308
"1331","2005-07-17","Argentina",0.014,"2005",0.0199038461538462
"1332","2005-07-17","Bolivia",0.011,"2005",0.0285576923076923
"1333","2005-07-17","Brazil",0.035,"2005",0.0516923076923077
"1334","2005-07-17","India",0.134,"2005",0.109057692307692
"1335","2005-07-17","Indonesia",0.111,"2005",0.176519230769231
"1336","2005-07-17","Mexico",0.104,"2005",0.0904615384615385
"1337","2005-07-17","Philippines",0.162,"2005",0.124769230769231
"1338","2005-07-17","Singapore",0.25,"2005",0.273461538461538
"1339","2005-07-17","Thailand",0,"2005",0
"1340","2005-07-17","Venezuela",0.222,"2005",0.198192307692308
"1341","2005-07-24","Argentina",0.012,"2005",0.0199038461538462
"1342","2005-07-24","Bolivia",0.007,"2005",0.0285576923076923
"1343","2005-07-24","Brazil",0.051,"2005",0.0516923076923077
"1344","2005-07-24","India",0.13,"2005",0.109057692307692
"1345","2005-07-24","Indonesia",0.103,"2005",0.176519230769231
"1346","2005-07-24","Mexico",0.135,"2005",0.0904615384615385
"1347","2005-07-24","Philippines",0.185,"2005",0.124769230769231
"1348","2005-07-24","Singapore",0.291,"2005",0.273461538461538
"1349","2005-07-24","Thailand",0,"2005",0
"1350","2005-07-24","Venezuela",0.196,"2005",0.198192307692308
"1351","2005-07-31","Argentina",0.012,"2005",0.0199038461538462
"1352","2005-07-31","Bolivia",0.008,"2005",0.0285576923076923
"1353","2005-07-31","Brazil",0.049,"2005",0.0516923076923077
"1354","2005-07-31","India",0.093,"2005",0.109057692307692
"1355","2005-07-31","Indonesia",0.103,"2005",0.176519230769231
"1356","2005-07-31","Mexico",0.151,"2005",0.0904615384615385
"1357","2005-07-31","Philippines",0.25,"2005",0.124769230769231
"1358","2005-07-31","Singapore",0.289,"2005",0.273461538461538
"1359","2005-07-31","Thailand",0,"2005",0
"1360","2005-07-31","Venezuela",0.218,"2005",0.198192307692308
"1361","2005-08-07","Argentina",0.019,"2005",0.0199038461538462
"1362","2005-08-07","Bolivia",0.007,"2005",0.0285576923076923
"1363","2005-08-07","Brazil",0.052,"2005",0.0516923076923077
"1364","2005-08-07","India",0.172,"2005",0.109057692307692
"1365","2005-08-07","Indonesia",0.152,"2005",0.176519230769231
"1366","2005-08-07","Mexico",0.154,"2005",0.0904615384615385
"1367","2005-08-07","Philippines",0.32,"2005",0.124769230769231
"1368","2005-08-07","Singapore",0.247,"2005",0.273461538461538
"1369","2005-08-07","Thailand",0,"2005",0
"1370","2005-08-07","Venezuela",0.18,"2005",0.198192307692308
"1371","2005-08-14","Argentina",0.024,"2005",0.0199038461538462
"1372","2005-08-14","Bolivia",0.009,"2005",0.0285576923076923
"1373","2005-08-14","Brazil",0.052,"2005",0.0516923076923077
"1374","2005-08-14","India",0.218,"2005",0.109057692307692
"1375","2005-08-14","Indonesia",0.2,"2005",0.176519230769231
"1376","2005-08-14","Mexico",0.136,"2005",0.0904615384615385
"1377","2005-08-14","Philippines",0.367,"2005",0.124769230769231
"1378","2005-08-14","Singapore",0.257,"2005",0.273461538461538
"1379","2005-08-14","Thailand",0,"2005",0
"1380","2005-08-14","Venezuela",0.255,"2005",0.198192307692308
"1381","2005-08-21","Argentina",0.027,"2005",0.0199038461538462
"1382","2005-08-21","Bolivia",0.02,"2005",0.0285576923076923
"1383","2005-08-21","Brazil",0.026,"2005",0.0516923076923077
"1384","2005-08-21","India",0.228,"2005",0.109057692307692
"1385","2005-08-21","Indonesia",0.219,"2005",0.176519230769231
"1386","2005-08-21","Mexico",0.099,"2005",0.0904615384615385
"1387","2005-08-21","Philippines",0.295,"2005",0.124769230769231
"1388","2005-08-21","Singapore",0.365,"2005",0.273461538461538
"1389","2005-08-21","Thailand",0,"2005",0
"1390","2005-08-21","Venezuela",0.217,"2005",0.198192307692308
"1391","2005-08-28","Argentina",0.029,"2005",0.0199038461538462
"1392","2005-08-28","Bolivia",0.023,"2005",0.0285576923076923
"1393","2005-08-28","Brazil",0.035,"2005",0.0516923076923077
"1394","2005-08-28","India",0.299,"2005",0.109057692307692
"1395","2005-08-28","Indonesia",0.188,"2005",0.176519230769231
"1396","2005-08-28","Mexico",0.127,"2005",0.0904615384615385
"1397","2005-08-28","Philippines",0.325,"2005",0.124769230769231
"1398","2005-08-28","Singapore",0.402,"2005",0.273461538461538
"1399","2005-08-28","Thailand",0,"2005",0
"1400","2005-08-28","Venezuela",0.197,"2005",0.198192307692308
"1401","2005-09-04","Argentina",0.029,"2005",0.0199038461538462
"1402","2005-09-04","Bolivia",0.03,"2005",0.0285576923076923
"1403","2005-09-04","Brazil",0.026,"2005",0.0516923076923077
"1404","2005-09-04","India",0.355,"2005",0.109057692307692
"1405","2005-09-04","Indonesia",0.157,"2005",0.176519230769231
"1406","2005-09-04","Mexico",0.143,"2005",0.0904615384615385
"1407","2005-09-04","Philippines",0.333,"2005",0.124769230769231
"1408","2005-09-04","Singapore",0.566,"2005",0.273461538461538
"1409","2005-09-04","Thailand",0,"2005",0
"1410","2005-09-04","Venezuela",0.229,"2005",0.198192307692308
"1411","2005-09-11","Argentina",0.022,"2005",0.0199038461538462
"1412","2005-09-11","Bolivia",0.033,"2005",0.0285576923076923
"1413","2005-09-11","Brazil",0.025,"2005",0.0516923076923077
"1414","2005-09-11","India",0.298,"2005",0.109057692307692
"1415","2005-09-11","Indonesia",0.124,"2005",0.176519230769231
"1416","2005-09-11","Mexico",0.177,"2005",0.0904615384615385
"1417","2005-09-11","Philippines",0.228,"2005",0.124769230769231
"1418","2005-09-11","Singapore",1,"2005",0.273461538461538
"1419","2005-09-11","Thailand",0,"2005",0
"1420","2005-09-11","Venezuela",0.226,"2005",0.198192307692308
"1421","2005-09-18","Argentina",0.019,"2005",0.0199038461538462
"1422","2005-09-18","Bolivia",0.02,"2005",0.0285576923076923
"1423","2005-09-18","Brazil",0.029,"2005",0.0516923076923077
"1424","2005-09-18","India",0.247,"2005",0.109057692307692
"1425","2005-09-18","Indonesia",0.151,"2005",0.176519230769231
"1426","2005-09-18","Mexico",0.208,"2005",0.0904615384615385
"1427","2005-09-18","Philippines",0.213,"2005",0.124769230769231
"1428","2005-09-18","Singapore",0.839,"2005",0.273461538461538
"1429","2005-09-18","Thailand",0,"2005",0
"1430","2005-09-18","Venezuela",0.19,"2005",0.198192307692308
"1431","2005-09-25","Argentina",0.014,"2005",0.0199038461538462
"1432","2005-09-25","Bolivia",0.024,"2005",0.0285576923076923
"1433","2005-09-25","Brazil",0.029,"2005",0.0516923076923077
"1434","2005-09-25","India",0.224,"2005",0.109057692307692
"1435","2005-09-25","Indonesia",0.135,"2005",0.176519230769231
"1436","2005-09-25","Mexico",0.167,"2005",0.0904615384615385
"1437","2005-09-25","Philippines",0.165,"2005",0.124769230769231
"1438","2005-09-25","Singapore",0.815,"2005",0.273461538461538
"1439","2005-09-25","Thailand",0,"2005",0
"1440","2005-09-25","Venezuela",0.229,"2005",0.198192307692308
"1441","2005-10-02","Argentina",0.014,"2005",0.0199038461538462
"1442","2005-10-02","Bolivia",0.022,"2005",0.0285576923076923
"1443","2005-10-02","Brazil",0.028,"2005",0.0516923076923077
"1444","2005-10-02","India",0.213,"2005",0.109057692307692
"1445","2005-10-02","Indonesia",0.116,"2005",0.176519230769231
"1446","2005-10-02","Mexico",0.156,"2005",0.0904615384615385
"1447","2005-10-02","Philippines",0.138,"2005",0.124769230769231
"1448","2005-10-02","Singapore",0.622,"2005",0.273461538461538
"1449","2005-10-02","Thailand",0,"2005",0
"1450","2005-10-02","Venezuela",0.207,"2005",0.198192307692308
"1451","2005-10-09","Argentina",0.014,"2005",0.0199038461538462
"1452","2005-10-09","Bolivia",0.036,"2005",0.0285576923076923
"1453","2005-10-09","Brazil",0.03,"2005",0.0516923076923077
"1454","2005-10-09","India",0.237,"2005",0.109057692307692
"1455","2005-10-09","Indonesia",0.168,"2005",0.176519230769231
"1456","2005-10-09","Mexico",0.179,"2005",0.0904615384615385
"1457","2005-10-09","Philippines",0.137,"2005",0.124769230769231
"1458","2005-10-09","Singapore",0.401,"2005",0.273461538461538
"1459","2005-10-09","Thailand",0,"2005",0
"1460","2005-10-09","Venezuela",0.239,"2005",0.198192307692308
"1461","2005-10-16","Argentina",0.022,"2005",0.0199038461538462
"1462","2005-10-16","Bolivia",0.026,"2005",0.0285576923076923
"1463","2005-10-16","Brazil",0.048,"2005",0.0516923076923077
"1464","2005-10-16","India",0.285,"2005",0.109057692307692
"1465","2005-10-16","Indonesia",0.277,"2005",0.176519230769231
"1466","2005-10-16","Mexico",0.194,"2005",0.0904615384615385
"1467","2005-10-16","Philippines",0.141,"2005",0.124769230769231
"1468","2005-10-16","Singapore",0.359,"2005",0.273461538461538
"1469","2005-10-16","Thailand",0,"2005",0
"1470","2005-10-16","Venezuela",0.283,"2005",0.198192307692308
"1471","2005-10-23","Argentina",0.046,"2005",0.0199038461538462
"1472","2005-10-23","Bolivia",0.023,"2005",0.0285576923076923
"1473","2005-10-23","Brazil",0.043,"2005",0.0516923076923077
"1474","2005-10-23","India",0.295,"2005",0.109057692307692
"1475","2005-10-23","Indonesia",0.168,"2005",0.176519230769231
"1476","2005-10-23","Mexico",0.169,"2005",0.0904615384615385
"1477","2005-10-23","Philippines",0.115,"2005",0.124769230769231
"1478","2005-10-23","Singapore",0.345,"2005",0.273461538461538
"1479","2005-10-23","Thailand",0,"2005",0
"1480","2005-10-23","Venezuela",0.301,"2005",0.198192307692308
"1481","2005-10-30","Argentina",0.036,"2005",0.0199038461538462
"1482","2005-10-30","Bolivia",0.03,"2005",0.0285576923076923
"1483","2005-10-30","Brazil",0.041,"2005",0.0516923076923077
"1484","2005-10-30","India",0.276,"2005",0.109057692307692
"1485","2005-10-30","Indonesia",0.154,"2005",0.176519230769231
"1486","2005-10-30","Mexico",0.155,"2005",0.0904615384615385
"1487","2005-10-30","Philippines",0.117,"2005",0.124769230769231
"1488","2005-10-30","Singapore",0.324,"2005",0.273461538461538
"1489","2005-10-30","Thailand",0,"2005",0
"1490","2005-10-30","Venezuela",0.246,"2005",0.198192307692308
"1491","2005-11-06","Argentina",0.034,"2005",0.0199038461538462
"1492","2005-11-06","Bolivia",0.024,"2005",0.0285576923076923
"1493","2005-11-06","Brazil",0.046,"2005",0.0516923076923077
"1494","2005-11-06","India",0.251,"2005",0.109057692307692
"1495","2005-11-06","Indonesia",0.144,"2005",0.176519230769231
"1496","2005-11-06","Mexico",0.147,"2005",0.0904615384615385
"1497","2005-11-06","Philippines",0.106,"2005",0.124769230769231
"1498","2005-11-06","Singapore",0.246,"2005",0.273461538461538
"1499","2005-11-06","Thailand",0,"2005",0
"1500","2005-11-06","Venezuela",0.244,"2005",0.198192307692308
"1501","2005-11-13","Argentina",0.029,"2005",0.0199038461538462
"1502","2005-11-13","Bolivia",0.049,"2005",0.0285576923076923
"1503","2005-11-13","Brazil",0.067,"2005",0.0516923076923077
"1504","2005-11-13","India",0.232,"2005",0.109057692307692
"1505","2005-11-13","Indonesia",0.214,"2005",0.176519230769231
"1506","2005-11-13","Mexico",0.115,"2005",0.0904615384615385
"1507","2005-11-13","Philippines",0.09,"2005",0.124769230769231
"1508","2005-11-13","Singapore",0.203,"2005",0.273461538461538
"1509","2005-11-13","Thailand",0,"2005",0
"1510","2005-11-13","Venezuela",0.206,"2005",0.198192307692308
"1511","2005-11-20","Argentina",0.022,"2005",0.0199038461538462
"1512","2005-11-20","Bolivia",0.061,"2005",0.0285576923076923
"1513","2005-11-20","Brazil",0.069,"2005",0.0516923076923077
"1514","2005-11-20","India",0.198,"2005",0.109057692307692
"1515","2005-11-20","Indonesia",0.207,"2005",0.176519230769231
"1516","2005-11-20","Mexico",0.105,"2005",0.0904615384615385
"1517","2005-11-20","Philippines",0.094,"2005",0.124769230769231
"1518","2005-11-20","Singapore",0.164,"2005",0.273461538461538
"1519","2005-11-20","Thailand",0,"2005",0
"1520","2005-11-20","Venezuela",0.275,"2005",0.198192307692308
"1521","2005-11-27","Argentina",0.019,"2005",0.0199038461538462
"1522","2005-11-27","Bolivia",0.052,"2005",0.0285576923076923
"1523","2005-11-27","Brazil",0.032,"2005",0.0516923076923077
"1524","2005-11-27","India",0.15,"2005",0.109057692307692
"1525","2005-11-27","Indonesia",0.288,"2005",0.176519230769231
"1526","2005-11-27","Mexico",0.091,"2005",0.0904615384615385
"1527","2005-11-27","Philippines",0.081,"2005",0.124769230769231
"1528","2005-11-27","Singapore",0.156,"2005",0.273461538461538
"1529","2005-11-27","Thailand",0,"2005",0
"1530","2005-11-27","Venezuela",0.211,"2005",0.198192307692308
"1531","2005-12-04","Argentina",0.017,"2005",0.0199038461538462
"1532","2005-12-04","Bolivia",0.025,"2005",0.0285576923076923
"1533","2005-12-04","Brazil",0.037,"2005",0.0516923076923077
"1534","2005-12-04","India",0.123,"2005",0.109057692307692
"1535","2005-12-04","Indonesia",0.307,"2005",0.176519230769231
"1536","2005-12-04","Mexico",0.067,"2005",0.0904615384615385
"1537","2005-12-04","Philippines",0.08,"2005",0.124769230769231
"1538","2005-12-04","Singapore",0.156,"2005",0.273461538461538
"1539","2005-12-04","Thailand",0,"2005",0
"1540","2005-12-04","Venezuela",0.177,"2005",0.198192307692308
"1541","2005-12-11","Argentina",0.014,"2005",0.0199038461538462
"1542","2005-12-11","Bolivia",0.015,"2005",0.0285576923076923
"1543","2005-12-11","Brazil",0.027,"2005",0.0516923076923077
"1544","2005-12-11","India",0.098,"2005",0.109057692307692
"1545","2005-12-11","Indonesia",0.377,"2005",0.176519230769231
"1546","2005-12-11","Mexico",0.05,"2005",0.0904615384615385
"1547","2005-12-11","Philippines",0.082,"2005",0.124769230769231
"1548","2005-12-11","Singapore",0.146,"2005",0.273461538461538
"1549","2005-12-11","Thailand",0,"2005",0
"1550","2005-12-11","Venezuela",0.187,"2005",0.198192307692308
"1551","2005-12-18","Argentina",0.012,"2005",0.0199038461538462
"1552","2005-12-18","Bolivia",0.017,"2005",0.0285576923076923
"1553","2005-12-18","Brazil",0.043,"2005",0.0516923076923077
"1554","2005-12-18","India",0.054,"2005",0.109057692307692
"1555","2005-12-18","Indonesia",0.452,"2005",0.176519230769231
"1556","2005-12-18","Mexico",0.044,"2005",0.0904615384615385
"1557","2005-12-18","Philippines",0.08,"2005",0.124769230769231
"1558","2005-12-18","Singapore",0.142,"2005",0.273461538461538
"1559","2005-12-18","Thailand",0,"2005",0
"1560","2005-12-18","Venezuela",0.18,"2005",0.198192307692308
"1561","2005-12-25","Argentina",0.012,"2005",0.0199038461538462
"1562","2005-12-25","Bolivia",0.013,"2005",0.0285576923076923
"1563","2005-12-25","Brazil",0.046,"2005",0.0516923076923077
"1564","2005-12-25","India",0.049,"2005",0.109057692307692
"1565","2005-12-25","Indonesia",0.43,"2005",0.176519230769231
"1566","2005-12-25","Mexico",0.054,"2005",0.0904615384615385
"1567","2005-12-25","Philippines",0.095,"2005",0.124769230769231
"1568","2005-12-25","Singapore",0.138,"2005",0.273461538461538
"1569","2005-12-25","Thailand",0,"2005",0
"1570","2005-12-25","Venezuela",0.18,"2005",0.198192307692308
"1571","2006-01-01","Argentina",0.01,"2006",0.019
"1572","2006-01-01","Bolivia",0.013,"2006",0.0201509433962264
"1573","2006-01-01","Brazil",0.067,"2006",0.0876981132075472
"1574","2006-01-01","India",0.074,"2006",0.165924528301887
"1575","2006-01-01","Indonesia",0.386,"2006",0.203905660377358
"1576","2006-01-01","Mexico",0.033,"2006",0.0912830188679245
"1577","2006-01-01","Philippines",0.096,"2006",0.138641509433962
"1578","2006-01-01","Singapore",0.14,"2006",0.125452830188679
"1579","2006-01-01","Thailand",0,"2006",0
"1580","2006-01-01","Venezuela",0.204,"2006",0.182169811320755
"1581","2006-01-08","Argentina",0.01,"2006",0.019
"1582","2006-01-08","Bolivia",0.01,"2006",0.0201509433962264
"1583","2006-01-08","Brazil",0.055,"2006",0.0876981132075472
"1584","2006-01-08","India",0.046,"2006",0.165924528301887
"1585","2006-01-08","Indonesia",0.293,"2006",0.203905660377358
"1586","2006-01-08","Mexico",0.046,"2006",0.0912830188679245
"1587","2006-01-08","Philippines",0.095,"2006",0.138641509433962
"1588","2006-01-08","Singapore",0.144,"2006",0.125452830188679
"1589","2006-01-08","Thailand",0,"2006",0
"1590","2006-01-08","Venezuela",0.207,"2006",0.182169811320755
"1591","2006-01-15","Argentina",0.01,"2006",0.019
"1592","2006-01-15","Bolivia",0.017,"2006",0.0201509433962264
"1593","2006-01-15","Brazil",0.088,"2006",0.0876981132075472
"1594","2006-01-15","India",0.047,"2006",0.165924528301887
"1595","2006-01-15","Indonesia",0.248,"2006",0.203905660377358
"1596","2006-01-15","Mexico",0.044,"2006",0.0912830188679245
"1597","2006-01-15","Philippines",0.094,"2006",0.138641509433962
"1598","2006-01-15","Singapore",0.135,"2006",0.125452830188679
"1599","2006-01-15","Thailand",0,"2006",0
"1600","2006-01-15","Venezuela",0.201,"2006",0.182169811320755
"1601","2006-01-22","Argentina",0.01,"2006",0.019
"1602","2006-01-22","Bolivia",0.011,"2006",0.0201509433962264
"1603","2006-01-22","Brazil",0.127,"2006",0.0876981132075472
"1604","2006-01-22","India",0.033,"2006",0.165924528301887
"1605","2006-01-22","Indonesia",0.259,"2006",0.203905660377358
"1606","2006-01-22","Mexico",0.042,"2006",0.0912830188679245
"1607","2006-01-22","Philippines",0.095,"2006",0.138641509433962
"1608","2006-01-22","Singapore",0.132,"2006",0.125452830188679
"1609","2006-01-22","Thailand",0,"2006",0
"1610","2006-01-22","Venezuela",0.2,"2006",0.182169811320755
"1611","2006-01-29","Argentina",0.01,"2006",0.019
"1612","2006-01-29","Bolivia",0.009,"2006",0.0201509433962264
"1613","2006-01-29","Brazil",0.133,"2006",0.0876981132075472
"1614","2006-01-29","India",0.037,"2006",0.165924528301887
"1615","2006-01-29","Indonesia",0.273,"2006",0.203905660377358
"1616","2006-01-29","Mexico",0.035,"2006",0.0912830188679245
"1617","2006-01-29","Philippines",0.084,"2006",0.138641509433962
